Job_Name,Company_Name,Location,Salary,Description,Skills
Front End Developer,HDFC Life,"Mumbai, Maharashtra",NA,Responsible to translate the UI/UX design wireframes to actual code that will produce visual elements of the application.Salary: Not Disclosed by Recruiter.,"React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
UI React JS Developer,TensorIoT Software Services Pvt. Ltd.,NA,NA,Working with other developers and small teams to accomplish tasks/projects.Delivering complete front-end application features as an individual developer or…,"React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
Senior Developer - React Frontend,Xoxoday,"Bengaluru, Karnataka",333106 - 1422959,The React front-end senior developer's job is to convert website design files into high fidelity HTML/CSS and work on ReactJS code to bring it to life.,"React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
UI Developer,Edfora Infotech Pvt Ltd,"Delhi, Delhi",NA,A passion towards building exceptional quality user-friendly web applications.3+ years of experience in software industry with 2+ years in the capacity of a UI…,"React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
Node JS Developer,ASCENT CYBER SOLUTIONS,India,NA,Integration of user-facing (React) elements developed by front-end developers with server-side logic.Experience: 3 to 5 Years.,"React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
UI Developer ( React JS),Sagarsoft India Limited,"Hyderabad, Telangana",NA,"We @ Sagarsoft are looking for UI Developer ( React JS) for our office in Hyderabad,.Skill Set: HTML, CSS, React JS, Javascript.","React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
UI React JS Developer,TensorIoT Software Services Pvt. Ltd.,NA,NA,Working with other developers and small teams to accomplish tasks/projects.Delivering complete front-end application features as an individual developer or…,"React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
React Developer,Protos Healthcare Technologies,NA,200000 - 450000,"Ability to create, develop & maintain React & React native application.Develop a flexible and well-structured front-end architecture.3rd floor, Plot No. 22,.","React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
Node JS Developer,CyberWorx Technologies,"Delhi, Delhi",NA,"We are looking for a full-stack developer who is excellent in communicating with business, developmentand functional team to understand their requirement and…","React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
SharePoint Developer,Larsen & Toubro Infotech Limited,India,NA,"NET Development using C#, Web Services, MVC, Visual Studio 2015/2017 • Migration Tools: Metalogix/Sharegate • SharePoint: SharePoint Online(Office 365),…","React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
