Job_Name,Company_Name,Location,Salary,Description,Skills
React Developer,Protos Healthcare Technologies,NA,200000 - 450000,"Ability to create, develop & maintain React & React native application.Develop a flexible and well-structured front-end architecture.3rd floor, Plot No. 22,.","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
React Developer,Protos Healthcare Technologies,NA,200000 - 450000,"Ability to create, develop & maintain React & React native application.Develop a flexible and well-structured front-end architecture.3rd floor, Plot No. 22,.","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
React Developer,Protos Healthcare Technologies,NA,200000 - 450000,"Ability to create, develop & maintain React & React native application.Develop a flexible and well-structured front-end architecture.3rd floor, Plot No. 22,.","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Mobile Developer (React Native),Bagmo Pvt Ltd,"Kochi, Kerala",20000 - 30000,Developing new user-facing features using React.js.Building reusable components and front-end libraries for future use.React Native: 1 year (Preferred).,"JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
React Native Developer,56N Software Pvt Ltd,"Ahmedabad, Gujarat",360000,Leverage native APIs for deep integrations with both platforms.Experience in developing apps on native Android/iOS platform will be additional.,"JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Android Developer,HELYXON Healthcare Solutions,"Chennai, Tamil Nadu",400000,1 year of hands-on experience building native Android apps.Design and build advanced applications for android platform.Experience with SOAP/REST web services.,"JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Senior Software Developer,Planys Technologies,"Chennai, Tamil Nadu",1000000 - 1500000,"Additionally, a basic knowledge or understanding on web technologies like html5, css3, javascript along with any front-end frameworks like angular, react native…","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
React Native developer,mplussoft,"Pune, Maharashtra",NA,Leverage native APIs for deep integrations with both platforms.Diagnose and fix bugs and performance bottlenecks for performance that feels native.,"JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
React JS Developer,DynPro India Private Limited,"Gurgaon, Haryana",600000 - 1000000,"Greetings from Dynpro India pvt. Ltd .Hope you are looking for Job Change.Here We have an opportunity with MNC Company,.Role: Senior React JS Developer.","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Android Developer,Click2Cloud,India,NA,"Knowledge of Flutter or React-native will be an advantage.Exp. Level 02-05 Years.Strong technical expertise on the Android device platform, exposure to custom…","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
React Native/Ionic Developer Mobile,Alliance Tech,Madhya Pradesh,NA,"Exposure to native Android / iOS framework, Working experience in Web Service and REST API integration.Experience of mobile application development using…","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Junior Developer,DiGiAssure,"Ahmedabad, Gujarat",20000 - 50000,"Writes robust logical documentation that assists other developers.Design, implement, test and maintain node.js react application software.","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Flutter Developer,Latlon Technologies,"Coimbatore, Tamil Nadu",NA,"Expert in Dart, with strong knowledge of any other native or cross platform mobile development framework (Swift iOS, Java Android, React Native).","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Mobile App Developer,Protea Infotech,"Ramnathpara, Gujarat",NA,"Detailed knowledge of Native Android App/iOS app Development.Good hands on in React JS and Ionic Platform.Current Knowledge with latest technologies, styles…","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
React Native Developer,Smartgen Technologies Pvt. Ltd.,"Visakhapatnam, Andhra Pradesh",NA,1.Must have experience in either android app or iOS app development.2.At least 2 years of experience in React Native app development.,"JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
"Full Stack Developer FED - NODE JS, React Native",Zensar Technologies,"Bengaluru, Karnataka",NA,"Services using other tech stacks can be mixed inReact (web) + React Native (native apps).Full Stack Developer FED - NODE JS, React Native - (0057211).","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
React Native Developer,Giriraj Digital,"Ahmedabad, Gujarat",NA,Working with the developers to create and maintain a robust framework to support the apps.Hands on experience with React Native is required.,"JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Senior Frontend Developer,SignEasy,"Bengaluru, Karnataka",NA,"Work closely with cross-functional teams of product manager, backend developers, and UI/UX designers.We are looking for a Senior Frontend developer who is…","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
React Native Mobile Application Developers,WebWings Global Solutions,"Bengaluru, Karnataka",NA,Strong background and hands on experience in working with React native mobile applications.We are looking to hire React Native mobile application developers…,"JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
React Native Architect/Mumbai,Talent Zone Consultants,"Mumbai, Maharashtra",400000 - 750000,1.Minimum 5 years of strong real time experience in developing React JS based applications with Redux and/or iOS and Android native applications.,"JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Cloud-based Application Developer using React,Manipal Dot Net,"Manipala, Karnataka",NA,"Manipal Dot Net is looking for an experienced Software Engineer to work on Cloud-based Server and client side Application using React, React Native and Kotlin.","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
iOS Developer,EnLume,"Hyderabad, Telangana",NA,"Design, Build and maintain applications for the iOS platform.App Integrations with back-end Services.Ensure App Performance, Responsiveness and Good Quality…","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Mobile App Developer,Tara Blooms,"Coimbatore, Tamil Nadu",20000 - 40000,"Title is ""Senior Mobile Application Developer"" and would be part of the IT team in our company - Tara Blooms Private Limited.(to support both iOS and Android).","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
IOS Developer,Zencode,"Chennai, Tamil Nadu",NA,"4+ years experience developing mobile app using Swift.Demonstrated expertise with Apple's iOS SDK (Cocoa, Cocoa Touch, etc.).","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Android Developer,Star Knowledge,"Mysore, Karnataka",NA,"Looking for Android developers to develop/enhance our Android app.Qualification: Graduate, Post Graduate, Engineering.Develop and Improve Android App UI/UX.","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Mobile App Developer,HandBuiltApps,"Sivakasi, Tamil Nadu",15000 - 30000,On a day to do basis you will be writing your own code as well as modify the code of other developers to meet client requirements.,"JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
HYBRID Mobile App Developer - Exp- 2 - 5 Years,Cruzze Solutions LLP,"Coimbatore, Tamil Nadu",200000 - 600000,"We are looking for a Hybrid Mobile App Developer.Proficient with Flutter or React Native.Proficient with HTML5/CSS3, JavaScript, Angular JS.","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Senior Front-end Engineer [ UI ],ABCPQR,"Mumbai, Maharashtra",NA,UI developers should be adept at Angular JS / Node.js / Material Design.We are looking for talented Javascript developer who want to join our engineering team…,"JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
iOS Developer,BaffleSol Technologies,"Gurgaon, Haryana",NA,"Minimum 2-5 years of experience in developing iOS app.Proficient with the languages, tools, and frameworks core to iOS development, including Objective-C,…","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Key Skills for Remote React Native Developer Jobs,Spotinjob,"Una, Gujarat",NA,">Understanding of native build tools like Xcode, Gradle, etc.>Capability to take advantage of native APIs for deep integration of all platforms.","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Android Developer,Place1India,"Ahmedabad, Gujarat",20000 - 40000,"Java (Kotlin and React native experiece is plus).Latest hiring for Android developer in Ahmedabad, Android Application Developer Job vacancies in Ahmedabad.","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
JavaScript Developer,Bloom Consulting Services,"Nagpur, Maharashtra",NA,"Good understanding of Android design guidelines, SDK and excellent JavaScript skills.Hands on experience with Hybrid development - React Native, JSX, Redux,…","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Software Developer,Borgos Technologies,"Bengaluru, Karnataka",NA,Experience developing hybrid native/HTML mobile applications.Develop high quality maintainable code.Execute projects and develop against an outlined design.,"JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
IONIC Developer,IndiaNIC,"Ahmedabad, Gujarat",NA,"Good skill in Cordova or PhoneGap.Must have knowledge of Ionic 2-3, Angular 2-4, UI with Angular, CSS3, HTML 5, angular material.Experience: 1 to 5 Years.","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Full stack developer,HomeDruid,"Bengaluru, Karnataka",NA,"The success and culture of a company is greatly driven by the initial set of folks, so we're looking for smart developers who are very passionate about the…","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Mobile App (React Native) Developer(1-4 yrs),Lunavo Labs,NA,20000 - 45000,"Proven work experience from 1-4 years as a Mobile developer.Lunavo Labs* is a US-based remote software product experience company headquartered in SanDiego,…","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Mobile App (React Native) Developer(1-4 yrs),Lunavo Labs,NA,20000 - 45000,"Proven work experience from 1-4 years as a Mobile developer.Lunavo Labs* is a US-based remote software product experience company headquartered in SanDiego,…","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Mobile App (React Native) Developer(1-4 yrs),Lunavo Labs,NA,20000 - 45000,"Proven work experience from 1-4 years as a Mobile developer.Lunavo Labs* is a US-based remote software product experience company headquartered in SanDiego,…","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Full Stack Developer,CDK Global,NA,NA,"We are having urgent openings for a consultant role having strong experience in react, Node JS and AWS.Location Address: Pune, State of Mahārāshtra 610011…","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Full Stack Developer,CDK Global,NA,NA,"We are having urgent openings for a consultant role having strong experience in react, Node JS and AWS.Location Address: Pune, State of Mahārāshtra 610011…","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Full Stack Developer,CDK Global,NA,NA,"We are having urgent openings for a consultant role having strong experience in react, Node JS and AWS.Location Address: Pune, State of Mahārāshtra 610011…","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
Mobile App (React Native) Developer(1-4 yrs),Lunavo Labs,NA,20000 - 45000,"Proven work experience from 1-4 years as a Mobile developer.Lunavo Labs* is a US-based remote software product experience company headquartered in SanDiego,…","JavaScript,native iOS, Android development,React assumptions,Sentry,Bitrise,App Center,Redux,ESLint,Jest,React Native Testing Library,Problem-solving approach"
